geoname,lntitle,geoid,lnnumber,tot_est,tot_moe,adu_est,adu_moe,cit_est,cit_moe,cvap_est,cvap_moe
Arizona,Black or African American Alone,0400000US04,5,303415,3755,228410,2359,287890,4206,216165,2718
Arizona,Native Hawaiian or Other Pacific Islander Alone,0400000US04,6,12810,610,10090,393,11255,553,8750,392
Arizona,White Alone,0400000US04,7,3817355,31,3199590,31,3752530,3729,3139170,3230
Arizona,American Indian or Alaska Native and White,0400000US04,8,47150,2234,34370,1577,47105,2233,34330,1572
Arizona,Asian and White,0400000US04,9,55990,2475,32170,1727,54230,2490,30710,1711
Arizona,Black or African American and White,0400000US04,10,59735,3467,29320,2101,59270,3479,28955,2098
Arizona,American Indian or Alaska Native and Black or African American,0400000US04,11,6580,1029,3990,605,6580,1029,3990,605
Arizona,Remainder of Two or More Race Responses,0400000US04,12,30090,2364,17975,1518,29385,2270,17305,1450
Arizona,Hispanic or Latino,0400000US04,13,2257430,0,1535295,0,1917505,5937,1211955,5418
Arkansas,Total,0400000US05,1,3006310,0,2300525,505,2908380,3131,2211565,2776
Arkansas,Not Hispanic or Latino,0400000US05,2,2770310,296,2153370,422,2735950,1833,2123765,1606
Arkansas,American Indian or Alaska Native Alone,0400000US05,3,13760,760,11010,599,13760,760,11010,599
Arkansas,Asian Alone,0400000US05,4,46330,1055,35370,572,29870,1369,20820,934
Arkansas,Black or African American Alone,0400000US05,5,457985,2066,335520,1277,455760,2125,333565,1306
Arkansas,Native Hawaiian or Other Pacific Islander Alone,0400000US05,6,10595,566,6680,349,4690,604,2180,424
Arkansas,White Alone,0400000US05,7,2159590,30,1717685,30,2150815,1198,1709845,1072
Arkansas,American Indian or Alaska Native and White,0400000US05,8,37510,1158,28565,871,37500,1159,28555,873
Arkansas,Asian and White,0400000US05,9,9935,1000,5085,542,9505,976,4770,513
Arkansas,Black or African American and White,0400000US05,10,25230,1681,8025,772,25025,1681,7905,770
Arkansas,American Indian or Alaska Native and Black or African American,0400000US05,11,2610,616,1955,472,2610,616,1955,472
Arkansas,Remainder of Two or More Race Responses,0400000US05,12,6760,715,3470,377,6415,690,3165,356
Arkansas,Hispanic or Latino,0400000US05,13,236000,292,147155,377,172430,2306,87800,2036
California,Total,0400000US06,1,39455355,0,30462920,416,34596525,32024,25916215,30144
California,Not Hispanic or Latino,0400000US06,2,23861565,0,19515185,342,21997110,14274,17820940,12369
California,American Indian or Alaska Native Alone,0400000US06,3,127970,2520,101595,2013,126430,2487,100255,2002
California,Asian Alone,0400000US06,4,5831335,8820,4751295,6125,4596095,11319,3618310,9903
California,Black or African American Alone,0400000US06,5,2166730,7835,1730515,5189,2101300,8071,1672405,5396
California,Native Hawaiian or Other Pacific Islander Alone,0400000US06,6,139905,1962,111330,1464,122720,2105,95645,1707
California,White Alone,0400000US06,7,14302625,31,12054990,3,13800120,7684,11602735,6604
California,American Indian or Alaska Native and White,0400000US06,8,177435,2569,140300,2022,176805,2557,139740,2029
California,Asian and White,0400000US06,9,576545,8172,304785,5108,547435,7746,282780,4861
California,Black or African American and White,0400000US06,10,257705,6806,139150,4367,252450,6409,134765,4063
California,American Indian or Alaska Native and Black or African American,0400000US06,11,30030,2280,24040,1709,29950,2269,23965,1694
California,Remainder of Two or More Race Responses,0400000US06,12,251290,5651,157195,4000,243800,5534,150345,3889
California,Hispanic or Latino,0400000US06,13,15593785,0,10947735,225,12599420,25534,8095275,24035
Colorado,Total,0400000US08,1,5723175,0,4460440,524,5432775,5881,4194480,5261
Colorado,Not Hispanic or Latino,0400000US08,2,4468540,179,3605975,540,4354510,4054,3504505,3498
Colorado,American Indian or Alaska Native Alone,0400000US08,3,26350,1054,21145,926,26270,1052,21060,926
Colorado,Asian Alone,0400000US08,4,182375,2004,146040,1386,133375,1986,101990,1651
Colorado,Black or African American Alone,0400000US08,5,225505,2624,171670,1704,207750,2860,157015,2045
Colorado,Native Hawaiian or Other Pacific Islander Alone,0400000US08,6,7390,659,5890,484,6455,570,5060,436
Colorado,White Alone,0400000US08,7,3865555,230,3164780,214,3822905,2538,3125870,2146
Colorado,American Indian or Alaska Native and White,0400000US08,8,38890,1022,30375,931,38775,1028,30265,937
Colorado,Asian and White,0400000US08,9,52270,1821,27820,1230,49970,1750,26160,1184
Colorado,Black or African American and White,0400000US08,10,44800,2599,22105,1557,44100,2547,21405,1505
Colorado,American Indian or Alaska Native and Black or African American,0400000US08,11,3790,861,3065,664,3765,839,3040,641
Colorado,Remainder of Two or More Race Responses,0400000US08,12,21610,1540,13090,1075,21140,1556,12640,1086
Colorado,Hispanic or Latino,0400000US08,13,1254635,179,854465,267,1078265,3956,689975,3501
Connecticut,Total,0400000US09,1,3605330,0,2860840,118,3359990,5206,2638025,4613
Connecticut,Not Hispanic or Latino,0400000US09,2,2995265,0,2438535,118,2845960,3723,2303445,3248
Connecticut,American Indian or Alaska Native Alone,0400000US09,3,4440,567,3370,432,4350,570,3275,426
Connecticut,Asian Alone,0400000US09,4,168510,1623,132640,985,115265,2671,84240,2054
Connecticut,Black or African American Alone,0400000US09,5,365330,2460,284135,1464,333160,3197,255785,2303
Connecticut,Native Hawaiian or Other Pacific Islander Alone,0400000US09,6,900,181,740,152,885,179,725,151
Connecticut,White Alone,0400000US09,7,2372770,31,1973370,31,2311560,2646,1917195,2301
Connecticut,American Indian or Alaska Native and White,0400000US09,8,11480,566,8575,432,11470,566,8565,432
Connecticut,Asian and White,0400000US09,9,22965,1538,9800,901,22025,1447,9130,830
Connecticut,Black or African American and White,0400000US09,10,33510,1979,15430,1138,32290,1968,14385,1114
Connecticut,American Indian or Alaska Native and Black or African American,0400000US09,11,4550,911,3500,666,4500,903,3450,660
Connecticut,Remainder of Two or More Race Responses,0400000US09,12,10810,1227,6980,830,10455,1225,6700,811
Connecticut,Hispanic or Latino,0400000US09,13,610065,0,422305,0,514035,3322,334580,3118
Delaware,Total,0400000US10,1,981890,0,774245,52,937270,1858,733785,1696
Delaware,Not Hispanic or Latino,0400000US10,2,886615,0,713595,52,861445,1228,690745,1077
Delaware,American Indian or Alaska Native Alone,0400000US10,3,2125,272,1940,245,2100,276,1930,246
Delaware,Asian Alone,0400000US10,4,39795,722,30935,544,26425,892,18655,852
Delaware,Black or African American Alone,0400000US10,5,212145,1755,160795,1116,205175,1859,154700,1281
Delaware,Native Hawaiian or Other Pacific Islander Alone,0400000US10,6,345,93,310,99,330,96,300,102
Delaware,White Alone,0400000US10,7,602740,30,503815,30,598545,613,499885,559
Delaware,American Indian or Alaska Native and White,0400000US10,8,3410,273,2565,246,3410,273,2565,246
Delaware,Asian and White,0400000US10,9,4485,664,2550,475,4295,672,2405,479
Delaware,Black or African American and White,0400000US10,10,15305,1573,6820,965,15270,1576,6795,966
Delaware,American Indian or Alaska Native and Black or African American,0400000US10,11,1785,562,1205,328,1750,557,1165,322
Delaware,Remainder of Two or More Race Responses,0400000US10,12,4480,882,2665,605,4145,822,2350,515
Delaware,Hispanic or Latino,0400000US10,13,95280,0,60650,0,75825,1227,43040,1136
District of Columbia,Total,0400000US11,1,683155,0,558130,80,633980,1976,512335,1786
District of Columbia,Not Hispanic or Latino,0400000US11,2,606170,0,502245,79,577935,1840,475800,1616
District of Columbia,American Indian or Alaska Native Alone,0400000US11,3,1040,178,960,171,1040,178,960,171
District of Columbia,Asian Alone,0400000US11,4,27930,656,25450,559,20310,826,18260,692
District of Columbia,Black or African American Alone,0400000US11,5,302235,1383,235895,945,293930,1543,228370,1280
District of Columbia,Native Hawaiian or Other Pacific Islander Alone,0400000US11,6,295,59,295,59,280,64,280,64
District of Columbia,White Alone,0400000US11,7,254175,33,225810,33,242795,811,214880,743
District of Columbia,American Indian or Alaska Native and White,0400000US11,8,1010,173,960,171,950,164,895,163
District of Columbia,Asian and White,0400000US11,9,6655,658,4220,558,6245,636,3815,525
District of Columbia,Black or African American and White,0400000US11,10,7450,1026,4770,729,7130,991,4570,719
District of Columbia,American Indian or Alaska Native and Black or African American,0400000US11,11,2340,765,1750,556,2325,763,1735,553
District of Columbia,Remainder of Two or More Race Responses,0400000US11,12,3030,585,2130,390,2925,602,2040,391
District of Columbia,Hispanic or Latino,0400000US11,13,76980,0,55890,0,56050,1209,36535,1138
Florida,Total,0400000US12,1,21339760,0,17078450,488,19462230,22726,15394160,19673
Florida,Not Hispanic or Latino,0400000US12,2,15746670,0,12807040,435,15026515,11110,12161850,9619
Florida,American Indian or Alaska Native Alone,0400000US12,3,31885,1460,26895,1238,31120,1437,26150,1203
Florida,Asian Alone,0400000US12,4,597350,3703,486500,2426,447055,4826,350680,3783
Florida,Black or African American Alone,0400000US12,5,3269935,7842,2442585,4328,3026710,8536,2227160,5789
Florida,Native Hawaiian or Other Pacific Islander Alone,0400000US12,6,12040,748,9675,634,10415,697,8205,583
Florida,White Alone,0400000US12,7,11375735,34,9582300,34,11068470,7137,9304875,5909
Florida,American Indian or Alaska Native and White,0400000US12,8,77600,1480,63160,1234,76820,1452,62475,1220
Florida,Asian and White,0400000US12,9,102790,3539,56210,2182,98075,3385,52550,1997
Florida,Black or African American and White,0400000US12,10,196455,6570,85045,3325,189770,6373,79415,3197
Florida,American Indian or Alaska Native and Black or African American,0400000US12,11,11365,1440,9620,1176,11095,1409,9395,1155
Florida,Remainder of Two or More Race Responses,0400000US12,12,71520,4329,45040,2655,66980,4151,40945,2549
Florida,Hispanic or Latino,0400000US12,13,5593090,0,4271410,243,4435715,17817,3232310,15496
Georgia,Total,0400000US13,1,10625615,0,8093420,837,10045830,10589,7568125,9170
Georgia,Not Hispanic or Latino,0400000US13,2,9577140,603,7418755,898,9288335,7955,7163975,6573
Georgia,American Indian or Alaska Native Alone,0400000US13,3,14030,998,11970,835,13760,1014,11700,844
Georgia,Asian Alone,0400000US13,4,449865,2556,349120,1509,302905,3964,219565,3246
Georgia,Black or African American Alone,0400000US13,5,3332585,5370,2495145,3499,3262100,7183,2434485,4503
Georgia,Native Hawaiian or Other Pacific Islander Alone,0400000US13,6,5490,778,3900,581,4850,797,3405,564
Georgia,White Alone,0400000US13,7,5514300,707,4420060,491,5449390,3813,4360685,3286
Georgia,American Indian or Alaska Native and White,0400000US13,8,42455,1484,33445,1067,42410,1479,33405,1061
Georgia,Asian and White,0400000US13,9,50935,2545,25445,1370,48650,2269,23890,1326
Georgia,Black or African American and White,0400000US13,10,113170,4578,45680,2575,111140,4333,43840,2369
Georgia,American Indian or Alaska Native and Black or African American,0400000US13,11,13470,1635,10930,1280,13375,1602,10855,1270
Georgia,Remainder of Two or More Race Responses,0400000US13,12,40840,2679,23060,1587,39745,2676,22145,1601
Georgia,Hispanic or Latino,0400000US13,13,1048475,604,674660,751,757495,5528,404150,5144
Hawaii,Total,0400000US15,1,1453500,0,1142480,54,1346110,3661,1045230,3236
Hawaii,Not Hispanic or Latino,0400000US15,2,1294755,0,1044260,54,1192945,3459,952015,3027
Hawaii,American Indian or Alaska Native Alone,0400000US15,3,2345,318,2085,277,2225,300,1965,265
Hawaii,Asian Alone,0400000US15,4,535990,4246,461980,3071,465330,4169,397820,3269
Hawaii,Black or African American Alone,0400000US15,5,26865,904,22240,678,26100,932,21540,691
Hawaii,Native Hawaiian or Other Pacific Islander Alone,0400000US15,6,143485,2063,105460,1534,124510,2285,88750,1828
Hawaii,White Alone,0400000US15,7,313905,28,272645,6,305030,737,264155,732
Hawaii,American Indian or Alaska Native and White,0400000US15,8,6805,318,5830,282,6730,327,5770,293
Hawaii,Asian and White,0400000US15,9,68190,2513,42850,1641,67580,2514,42375,1637
Hawaii,Black or African American and White,0400000US15,10,5815,801,3310,543,5730,800,3230,538
Hawaii,American Indian or Alaska Native and Black or African American,0400000US15,11,975,279,905,259,975,279,905,259
Hawaii,Remainder of Two or More Race Responses,0400000US15,12,190380,4281,126955,3083,188735,4217,125505,3033
Hawaii,Hispanic or Latino,0400000US15,13,158740,0,98220,0,153165,934,93215,777
Idaho,Total,0400000US16,1,1811615,0,1352785,350,1752605,2550,1298420,2283
Idaho,Not Hispanic or Latino,0400000US16,2,1577055,0,1203890,342,1558165,1502,1187320,1344
Idaho,American Indian or Alaska Native Alone,0400000US16,3,17210,736,13340,605,17185,736,13320,604
Idaho,Asian Alone,0400000US16,4,23910,1206,19075,879,17205,1190,12965,959
Idaho,Black or African American Alone,0400000US16,5,11415,825,7940,549,9925,874,7005,591
Idaho,Native Hawaiian or Other Pacific Islander Alone,0400000US16,6,2525,399,1995,300,2350,385,1825,292
Idaho,White Alone,0400000US16,7,1477635,138,1135000,144,1467465,1267,1125965,1073
Idaho,American Indian or Alaska Native and White,0400000US16,8,16585,764,12190,577,16580,765,12190,576
Idaho,Asian and White,0400000US16,9,13890,1121,7605,841,13745,1119,7485,830
Idaho,Black or African American and White,0400000US16,10,7540,793,3340,479,7420,801,3220,491
Idaho,American Indian or Alaska Native and Black or African American,0400000US16,11,175,91,125,83,175,91,125,83
Idaho,Remainder of Two or More Race Responses,0400000US16,12,6175,967,3280,563,6115,964,3220,555
Idaho,Hispanic or Latino,0400000US16,13,234560,0,148895,95,194440,2149,111100,1925
Illinois,Total,0400000US17,1,12821815,0,9934460,743,11967340,10426,9133895,9786
Illinois,Not Hispanic or Latino,0400000US17,2,10571735,213,8395880,628,10167620,6972,8028020,5870
Illinois,American Indian or Alaska Native Alone,0400000US17,3,10695,815,8650,714,10410,798,8365,700
Illinois,Asian Alone,0400000US17,4,726520,3385,580270,2267,525955,4228,397335,3688
Illinois,Black or African American Alone,0400000US17,5,1784535,4773,1352975,2772,1746740,4976,1321405,3106
Illinois,Native Hawaiian or Other Pacific Islander Alone,0400000US17,6,3315,417,2765,381,2960,403,2420,374
Illinois,White Alone,0400000US17,7,7777220,351,6309340,284,7619660,4842,6163245,4153
Illinois,American Indian or Alaska Native and White,0400000US17,8,38070,1119,29535,941,38020,1113,29485,937
Illinois,Asian and White,0400000US17,9,86565,3369,41830,2271,80855,2918,36880,1825
Illinois,Black or African American and White,0400000US17,10,106680,4331,45715,2243,105800,4311,44890,2236
Illinois,American Indian or Alaska Native and Black or African American,0400000US17,11,8215,981,6550,695,8200,979,6530,694
Illinois,Remainder of Two or More Race Responses,0400000US17,12,29920,2045,18260,1351,29020,2035,17465,1352
Illinois,Hispanic or Latino,0400000US17,13,2250075,214,1538580,302,1799720,6469,1105880,6125
Indiana,Total,0400000US18,1,6751340,0,5159255,471,6536390,5073,4964970,4539
Indiana,Not Hispanic or Latino,0400000US18,2,6256930,211,4848505,450,6140560,3440,4746105,3021
Indiana,American Indian or Alaska Native Alone,0400000US18,3,6885,583,5930,523,6835,584,5885,519
Indiana,Asian Alone,0400000US18,4,164385,2128,125790,1259,99390,2139,67570,1685
Indiana,Black or African American Alone,0400000US18,5,630210,3834,456195,2315,607520,3866,437685,2456
Indiana,Native Hawaiian or Other Pacific Islander Alone,0400000US18,6,2030,281,1715,259,1710,276,1425,246
Indiana,White Alone,0400000US18,7,5288085,29,4172135,29,5262390,2199,4148670,1954
Indiana,American Indian or Alaska Native and White,0400000US18,8,32470,719,26390,601,32420,726,26335,606
Indiana,Asian and White,0400000US18,9,28675,1948,14635,1174,27580,1970,13710,1182
Indiana,Black or African American and White,0400000US18,10,87910,3758,35220,2215,87240,3656,34880,2188
Indiana,American Indian or Alaska Native and Black or African American,0400000US18,11,3110,540,2595,428,3095,540,2580,428
Indiana,Remainder of Two or More Race Responses,0400000US18,12,13170,1163,7895,796,12380,1077,7365,788
Indiana,Hispanic or Latino,0400000US18,13,494410,211,310750,340,395835,3119,218865,2796
Iowa,Total,0400000US19,1,3179090,0,2436915,476,3079625,3185,2348190,2879
Iowa,Not Hispanic or Latino,0400000US19,2,2976040,48,2312605,427,2914800,2703,2259340,2356
Iowa,American Indian or Alaska Native Alone,0400000US19,3,7395,378,5580,294,7375,379,5560,295
Iowa,Asian Alone,0400000US19,4,79190,1204,61060,748,48265,1651,33645,1371
Iowa,Black or African American Alone,0400000US19,5,117190,2046,79205,1106,101925,2333,66950,1443
Iowa,Native Hawaiian or Other Pacific Islander Alone,0400000US19,6,3920,311,2640,263,2610,341,1460,319
Iowa,White Alone,0400000US19,7,2697585,24,2129915,24,2684975,1322,2118415,1080
Iowa,American Indian or Alaska Native and White,0400000US19,8,13110,520,9640,472,13090,518,9620,474
Iowa,Asian and White,0400000US19,9,15525,1143,7460,650,15115,1162,7095,653
Iowa,Black or African American and White,0400000US19,10,33450,1572,12195,789,33035,1581,11910,780
Iowa,American Indian or Alaska Native and Black or African American,0400000US19,11,1550,408,765,183,1550,408,765,183
Iowa,Remainder of Two or More Race Responses,0400000US19,12,7125,944,4150,676,6860,880,3925,617
Iowa,Hispanic or Latino,0400000US19,13,203050,32,124310,188,164825,1370,88855,1207
Kansas,Total,0400000US20,1,2932100,0,2217950,518,2813775,3306,2110055,3012
Kansas,Not Hispanic or Latino,0400000US20,2,2570045,77,1991245,480,2525050,1979,1951490,1801
Kansas,American Indian or Alaska Native Alone,0400000US20,3,15515,749,11955,610,15505,747,11945,608
Kansas,Asian Alone,0400000US20,4,86975,1552,67165,1161,61310,1942,44395,1565
Kansas,Black or African American Alone,0400000US20,5,160705,1904,120815,1166,153975,2071,115250,1351
Kansas,Native Hawaiian or Other Pacific Islander Alone,0400000US20,6,1970,270,1555,216,1355,237,1010,221
Kansas,White Alone,0400000US20,7,2206925,208,1736085,149,2195780,1100,1725980,934
Kansas,American Indian or Alaska Native and White,0400000US20,8,30320,774,22860,660,30320,773,22855,662
Kansas,Asian and White,0400000US20,9,16470,1170,8720,865,16085,1160,8380,851
Kansas,Black or African American and White,0400000US20,10,38195,1949,13730,1098,38010,1954,13540,1109
Kansas,American Indian or Alaska Native and Black or African American,0400000US20,11,3010,586,2155,383,3010,586,2155,384
Kansas,Remainder of Two or More Race Responses,0400000US20,12,9955,1179,6210,814,9700,1107,5975,745
Kansas,Hispanic or Latino,0400000US20,13,362055,80,226700,168,288725,2304,158560,1965
Kentucky,Total,0400000US21,1,4494140,0,3472230,886,4387075,3419,3378375,3166
Kentucky,Not Hispanic or Latino,0400000US21,2,4319780,525,3364055,748,4259710,2616,3313455,2248
Kentucky,American Indian or Alaska Native Alone,0400000US21,3,4950,518,4260,455,4830,507,4155,450
Kentucky,Asian Alone,0400000US21,4,68555,1294,50360,866,42400,1553,28685,1130
Kentucky,Black or African American Alone,0400000US21,5,359475,2649,268205,1640,344830,3138,256695,2047
Kentucky,Native Hawaiian or Other Pacific Islander Alone,0400000US21,6,3345,532,2205,354,2635,554,1510,373
Kentucky,White Alone,0400000US21,7,3777420,314,2983135,288,3760370,1373,2967640,1203
Kentucky,American Indian or Alaska Native and White,0400000US21,8,22075,782,18105,708,22070,782,18100,711
Kentucky,Asian and White,0400000US21,9,15735,1158,8575,713,14890,1114,7885,691
Kentucky,Black or African American and White,0400000US21,10,56570,2219,21640,1368,56310,2223,21455,1360
Kentucky,American Indian or Alaska Native and Black or African American,0400000US21,11,2530,594,1970,453,2530,594,1970,453
Kentucky,Remainder of Two or More Race Responses,0400000US21,12,9125,942,5595,613,8845,929,5355,603
Kentucky,Hispanic or Latino,0400000US21,13,174360,524,108175,586,127365,1760,64920,1632
Louisiana,Total,0400000US22,1,4657305,0,3556220,344,4543050,3539,3455660,3053
Louisiana,Not Hispanic or Latino,0400000US22,2,4408525,335,3386350,421,4361900,2315,3344035,2106
Louisiana,American Indian or Alaska Native Alone,0400000US22,3,21560,976,16600,708,21470,995,16510,719
Louisiana,Asian Alone,0400000US22,4,80765,1348,64330,873,58555,1857,44470,1446
Louisiana,Black or African American Alone,0400000US22,5,1484495,3830,1090220,2576,1477975,3997,1084435,2757
Louisiana,Native Hawaiian or Other Pacific Islander Alone,0400000US22,6,2015,572,1635,485,1900,564,1515,469
Louisiana,White Alone,0400000US22,7,2715145,6,2156545,32,2698575,1614,2141140,1489
Louisiana,American Indian or Alaska Native and White,0400000US22,8,24325,1135,18190,825,24305,1143,18165,832
Louisiana,Asian and White,0400000US22,9,14400,1320,7040,791,13825,1291,6525,755
Louisiana,Black or African American and White,0400000US22,10,47265,3138,19315,2051,46930,3116,18980,2043
Louisiana,American Indian or Alaska Native and Black or African American,0400000US22,11,6700,1130,4860,801,6690,1130,4850,802
Louisiana,Remainder of Two or More Race Responses,0400000US22,12,11850,1598,7620,1086,11675,1568,7445,1064
Louisiana,Hispanic or Latino,0400000US22,13,248780,333,169870,404,181150,2933,111630,2440
Maine,Total,0400000US23,1,1357045,0,1102460,159,1334755,1409,1082845,1250
Maine,Not Hispanic or Latino,0400000US23,2,1332520,0,1085610,160,1312315,1351,1067780,1226
Maine,American Indian or Alaska Native Alone,0400000US23,3,7000,414,5325,328,6955,406,5295,321
Maine,Asian Alone,0400000US23,4,14995,757,12075,539,10780,691,8110,498
Maine,Black or African American Alone,0400000US23,5,19100,819,12625,512,13370,795,8475,532
Maine,Native Hawaiian or Other Pacific Islander Alone,0400000US23,6,190,72,145,58,170,70,130,57
Maine,White Alone,0400000US23,7,1260995,26,1036870,26,1251385,906,1027725,858
Maine,American Indian or Alaska Native and White,0400000US23,8,13305,647,9685,407,13180,649,9560,415
Maine,Asian and White,0400000US23,9,7615,816,4370,551,7245,788,4070,509
Maine,Black or African American and White,0400000US23,10,6705,640,3070,444,6665,644,3030,442
Maine,American Indian or Alaska Native and Black or African American,0400000US23,11,215,93,195,92,205,92,190,92
Maine,Remainder of Two or More Race Responses,0400000US23,12,2400,370,1250,242,2355,375,1205,241
Maine,Hispanic or Latino,0400000US23,13,24525,0,16850,0,22440,359,15065,316
Maryland,Total,0400000US24,1,6148545,0,4775395,187,5713460,7534,4388180,6261
Maryland,Not Hispanic or Latino,0400000US24,2,5498190,0,4345075,186,5254395,5281,4129400,4438
Maryland,American Indian or Alaska Native Alone,0400000US24,3,9890,684,7820,544,9750,679,7730,536
Maryland,Asian Alone,0400000US24,4,397610,2652,315930,1497,300170,3097,227765,2530
Maryland,Black or African American Alone,0400000US24,5,1822020,4274,1408785,2749,1729840,5209,1328010,3763
Maryland,Native Hawaiian or Other Pacific Islander Alone,0400000US24,6,2205,242,1940,237,2125,237,1860,233
Maryland,White Alone,0400000US24,7,3070750,31,2505105,31,3022315,2607,2462865,2027
Maryland,American Indian or Alaska Native and White,0400000US24,8,18305,683,14635,556,18255,679,14600,550
Maryland,Asian and White,0400000US24,9,54095,2528,26680,1442,50690,2318,24195,1324
Maryland,Black or African American and White,0400000US24,10,76850,3283,34670,1978,75950,3316,33815,1998
Maryland,American Indian or Alaska Native and Black or African American,0400000US24,11,11450,1162,9205,986,11405,1159,9165,981
Maryland,Remainder of Two or More Race Responses,0400000US24,12,35015,2273,20305,1387,33895,2178,19390,1333
Maryland,Hispanic or Latino,0400000US24,13,650355,0,430320,0,459065,4294,258780,3509
Massachusetts,Total,0400000US25,1,6991850,0,5602130,260,6439195,8062,5105070,7022
Massachusetts,Not Hispanic or Latino,0400000US25,2,6127650,0,5000580,246,5730150,6369,4640545,5582
Massachusetts,American Indian or Alaska Native Alone,0400000US25,3,8865,707,6900,555,8240,665,6425,532
Massachusetts,Asian Alone,0400000US25,4,485600,2591,389975,1624,328185,3712,244580,2958
Massachusetts,Black or African American Alone,0400000US25,5,501665,3105,383465,2041,429805,3659,320160,2989
Massachusetts,Native Hawaiian or Other Pacific Islander Alone,0400000US25,6,2495,329,1930,299,2045,297,1570,253
Massachusetts,White Alone,0400000US25,7,4967245,31,4128260,31,4807150,5365,3983960,4321
Massachusetts,American Indian or Alaska Native and White,0400000US25,8,19350,694,15390,547,19205,701,15245,554
Massachusetts,Asian and White,0400000US25,9,58750,2422,28815,1483,55785,2338,26270,1346
Massachusetts,Black or African American and White,0400000US25,10,61125,2813,31000,1739,58255,2798,28530,1652
Massachusetts,American Indian or Alaska Native and Black or African American,0400000US25,11,5155,967,3985,689,5090,977,3920,687
Massachusetts,Remainder of Two or More Race Responses,0400000US25,12,17405,1449,10860,967,16385,1442,9885,967
Massachusetts,Hispanic or Latino,0400000US25,13,864200,0,601545,138,709045,4055,464525,3488
Michigan,Total,0400000US26,1,10062510,0,7873655,334,9747590,5698,7592245,4797
Michigan,Not Hispanic or Latino,0400000US26,2,9522475,73,7523565,302,9283975,4676,7312835,3803
Michigan,American Indian or Alaska Native Alone,0400000US26,3,40160,1322,31660,1059,39820,1344,31320,1078
Michigan,Asian Alone,0400000US26,4,323270,2294,255105,1605,212040,3196,155375,2494
Michigan,Black or African American Alone,0400000US26,5,1359335,5098,1019420,2801,1339650,5197,1003035,2934
Michigan,Native Hawaiian or Other Pacific Islander Alone,0400000US26,6,2670,311,2170,243,2215,297,1770,252
Michigan,White Alone,0400000US26,7,7509485,26,6056780,26,7408555,3093,5967515,2543
Michigan,American Indian or Alaska Native and White,0400000US26,8,66700,1290,49485,1052,66590,1284,49375,1042
Michigan,Asian and White,0400000US26,9,61835,2316,31695,1602,57875,2270,28650,1596
